Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"Q11 20W 3 in 1 Multifunctional Magnetic Wireless Charger","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008936201A.jpg","Smartphones","","1. Material: ABS+PC lens 2. Interface: Type-C 3. Input: 5V/3A, 9V/3A, 12V/2.5A 4. Output: 15W/10W/7.5W/5W 5. Compatible with mainstream brand devices,...","https://luxtronics.in/product/smartphones-q11-20w-in-multifunctional-magnetic-56231","","q11 20w 3 in 1 multifunctional magnetic wireless charger, eda0089362, smartphones, luxtronics, online shopping"
"W72Q 20W 3 in 1 Multifunctional Magnetic Wireless Charger","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008936301A.jpg","Smartphones","","1. Phone charging power: 15W 2. Smartwatch charging power: 5W 3. Wireless earphone charging power: 2.5W 4. Equipped with a strong magnet for a secure and...","https://luxtronics.in/product/smartphones-w72q-20w-in-multifunctional-magnetic-56243","","w72q 20w 3 in 1 multifunctional magnetic wireless charger, eda0089363, smartphones, luxtronics, online shopping"
"15W Multi-function Magnetic Wireless Charger with Fold Stand","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008839101A.jpg","Smartphones","","1. Input parameters: DC9V/4A 2. Output power: Magnetic charging 25W, compatible with 15W/10W/7.5W/5W Earphones: 3W Watches: 3W 3. Conversion efficiency:...","https://luxtronics.in/product/smartphones-15w-multi-function-magnetic-wireless-55822","","15w multi-function magnetic wireless charger with fold stand, eda0088391, smartphones, luxtronics, online shopping"
"S5D 3 in 1 15W Multi-functional Touchscreen Wireless Charger with","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008840701A.jpg","Smartphones","","1. Material: ABS+PC 2. Input: QC/PD 9V/3A 3. Output: 5W/7.5W/10W/15W (phone), 5W (headphones), 2.5W (watch) 4. Battery Capacity: 1000mAh 5. Operating...","https://luxtronics.in/product/smartphones-s5d-in-15w-multi-functional-55837","","s5d 3 in 1 15w multi-functional touchscreen wireless charger with, eda0088407, smartphones, luxtronics, online shopping"
"C53 QI2 25W 5 in 1 Multifunctional Foldable Magnetic Wireless Charger","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008854301A.jpg","Smartphones","","1. Phone output: 25W 2. Headphone output: 5W 3. Watch output: 3W 4. Smart fast charging technology to prevent overcharging 5. Automatic infrared detector,...","https://luxtronics.in/product/smartphones-c53-qi2-25w-in-multifunctional-55852","","c53 qi2 25w 5 in 1 multifunctional foldable magnetic wireless charger, eda0088543, smartphones, luxtronics, online shopping"
"2UUL PC11 110W Multi-Port PD + QC Desktop Charging Station with 15W","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008871401.jpg","Smartphones","","1. Up to 110 W total output: powerful enough to support charging multiple devices simultaneously. 2. Multi-port design for simultaneous multi-device...","https://luxtronics.in/product/smartphones-2uul-pc11-110w-multi-port-55864","","2uul pc11 110w multi-port pd + qc desktop charging station with 15w, eda0088714-1, smartphones, luxtronics, online shopping"
"JOYROOM A61 OmniGo Series 3.5A USB to 8 Pin + USB-C / Type-C, Micro USB","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008873401A.jpg","Chargers and Cables","","1. Material: PVC 2. Current: 8 Pin 2.4A, Type-C 3A, Micro USB 2A 3. Function: Charging 4. Automatic voltage / current adjustment, safe charging, less heat...","https://luxtronics.in/product/chargers-cables-joyroom-a61-omnigo-series-5a-55876","","joyroom a61 omnigo series 3.5a usb to 8 pin + usb-c / type-c, micro usb, eda0088734, chargers & cables, chargers-cables, luxtronics, online shopping"
"JOYROOM A61 OmniGo Series 3.5A USB-C / Type-C to 8 Pin + USB-C","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008873601A.jpg","Chargers and Cables","","1. Material: PVC 2. Current: 8 Pin 2.4A, Type-C 3A, Micro USB 2A 3. Function: Charging 4. Automatic voltage / current adjustment, safe charging, less heat...","https://luxtronics.in/product/chargers-cables-joyroom-a61-omnigo-series-5a-55888","","joyroom a61 omnigo series 3.5a usb-c / type-c to 8 pin + usb-c /, eda0088736, chargers & cables, chargers-cables, luxtronics, online shopping"
"JOYROOM S-A57 RapidX Series 100W 2-in-1 USB-C / Type-C to USB-C","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008873801A.jpg","Smartphones","","Features: 1. Dual-Type-C PD 100W Fast Charging: Powered by an E-Marker smart chip for high-speed charging even when charging two devices simultaneously....","https://luxtronics.in/product/smartphones-joyroom-a57-rapidx-series-100w-55900","","joyroom s-a57 rapidx series 100w 2-in-1 usb-c / type-c to usb-c /, eda0088738, smartphones, luxtronics, online shopping"
"Yesido DS40 Qi2.2 3-in-1 Magnet Wireless Charging Station, DS40","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008887201A.jpg","Smartphones","","1. Qi2.2 wireless charger with 25W fast charging. Maximum output of 32.5W when input is 15V/3A. 2. Built-in turbine for excellent heat dissipation,...","https://luxtronics.in/product/smartphones-yesido-ds40-qi2-in-magnet-55916","","yesido ds40 qi2.2 3-in-1 magnet wireless charging station, ds40, eda0088872, smartphones, luxtronics, online shopping"
"Yesido CA138L 12W 2.4A USB to 8 Pin OLED Display Charging Data Cable","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008887301A.jpg","Smartphones","","1. Material: TPE+zinc alloy 2. Power: 5V/2.4A, 12W 3. Data transmission: 480Mbps 4. Built-in smart chip, reasonable control of current and voltage, to...","https://luxtronics.in/product/smartphones-yesido-ca138l-12w-4a-usb-55931","","yesido ca138l 12w 2.4a usb to 8 pin oled display charging data cable, eda0088873, smartphones, luxtronics, online shopping"
"Yesido CA201 27W Type-C to 8 Pin OLED Display Charging Data Cable","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008887801A.jpg","Smartphones","","1. Material: TPE+zinc alloy 2. Power: 27W Max, 9V/3A, 5V/2.4A 3. Data transmission: 480Mbps 4. Built-in smart chip, reasonable control of current and...","https://luxtronics.in/product/smartphones-yesido-ca201-27w-type-to-55946","","yesido ca201 27w type-c to 8 pin oled display charging data cable, eda0088878, smartphones, luxtronics, online shopping"
"ENKAY 120W USB to Dual Type-C ＆ 8 Pin Nylon Braided Fast Charging","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0031723.jpg","Smartphones","","1. 3-in-1 Universal Compatibility: Equipped with all essential charging connectors, featuring 8 Pin, USB-C connectors, this cable charges IP and android...","https://luxtronics.in/product/smartphones-enkay-120w-usb-to-dual-55953","","enkay 120w usb to dual type-c ＆ 8 pin nylon braided fast charging, sya0031723, smartphones, luxtronics, online shopping"
"ENKAY 3-in-1 120W USB to 8 Pin / Type-C / Micro USB Nylon Braided Fast","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0031708.jpg","Smartphones","","1. 3-in-1 Universal Compatibility: Equipped with all essential charging connectors, featuring 8 Pin, USB-C, micro connectors, this cable charges IP and...","https://luxtronics.in/product/smartphones-enkay-in-120w-usb-to-55959","","enkay 3-in-1 120w usb to 8 pin / type-c / micro usb nylon braided fast, sya0031708, smartphones, luxtronics, online shopping"
"ENKAY 10W USB Wall Charger 5V 2A Power Adapter, EU Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA003174801A.jpg","Smartphones","","1. Compatibility: Fit for most mobile phone and other usb charging devices 2. Use safety: The charger has a built-in smart chip that can detect the full...","https://luxtronics.in/product/smartphones-enkay-10w-usb-wall-charger-55965","","enkay 10w usb wall charger 5v 2a power adapter, eu plug, sya0031748, smartphones, luxtronics, online shopping"
"6 Type-C+4 USB Multi-Port 660W High Power Charger Gallium Nitride","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606510701A.jpg","Chargers and Cables","","1. Input: AC100-240V/50-60Hz 2. Output: 660W(Max) 3. Type-C1/C2: - PD3.1: 5V/3A, 9V/3A, 12V/3A, 15V/3A, 20V/5A, 28V/5A 140W (Max) - PPS: 3.3-21V/5A -...","https://luxtronics.in/product/chargers-cables-type-usb-multi-port-660w-55977","","6 type-c+4 usb multi-port 660w high power charger gallium nitride, tbd06065107-1, chargers & cables, chargers-cables, luxtronics, online shopping"
"USAMS CC329 T69 PD 30W USB-C / Type-C Single Port Fast Charger, CC329","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008717101A.jpg","Smartphones","","1. The outer shell is made of fireproof PC material, resistant to high temperatures and drops, and durable. 2. Built-in 8-layer safety protection to...","https://luxtronics.in/product/smartphones-usams-cc329-t69-pd-30w-55572","","usams cc329 t69 pd 30w usb-c / type-c single port fast charger, cc329, eda0087171, smartphones, luxtronics, online shopping"
"USAMS CC325 T69 PD 20W USB-C / Type-C Single Port Fast Charger, CC325","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008716001A.jpg","Smartphones","","1. The outer shell is made of fireproof PC material, resistant to high temperatures and drops, and durable. 2. Built-in 8-layer safety protection to...","https://luxtronics.in/product/smartphones-usams-cc325-t69-pd-20w-55588","","usams cc325 t69 pd 20w usb-c / type-c single port fast charger, cc325, eda0087160, smartphones, luxtronics, online shopping"
"C52 Foldable 5 in 1 Desktop Magnetic Wireless Charging Bluetooth Speaker","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008724101A.jpg","Smartphones","","1. 10 strong magnets precisely attach your phone to ensure safe, fast, and stable charging. 2. Constant temperature charging effectively balances your...","https://luxtronics.in/product/smartphones-c52-foldable-in-desktop-magnetic-55600","","c52 foldable 5 in 1 desktop magnetic wireless charging bluetooth speaker, eda0087241, smartphones, luxtronics, online shopping"
"U50 Foldable 15W 3 in 1 Magnetic Wireless Charger","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008725801A.jpg","Smartphones","","1. Strong magnetic module for safer charging 2. Supports charging with the phone case on, no need to remove it 3. The earphone magnetic module supports 5W...","https://luxtronics.in/product/smartphones-u50-foldable-15w-in-magnetic-55621","","u50 foldable 15w 3 in 1 magnetic wireless charger, eda0087258, smartphones, luxtronics, online shopping"
"ANKER Prime Gallium Nitride 250W Fast Charger 4 Type-C+2 USB 6-port","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606404901A.jpg","Chargers and Cables","","1. IOT intelligent interconnection, one-key management of charging devices, remote away from home, APP management of device charging status, support OTA...","https://luxtronics.in/product/chargers-cables-anker-prime-gallium-nitride-250w-55634","","anker prime gallium nitride 250w fast charger 4 type-c+2 usb 6-port, tbd06064049, chargers & cables, chargers-cables, luxtronics, online shopping"
"Prime 200W Gallium Nitride Desktop Charger 4 Type-C+2 USB 6 Ports","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606420701.jpg","Smartphones","","1. Input: 100-240V 3.2-2.5A 50-60Hz 2. Single port output: up to 100W 3. Total output power: up to 200W 4. Size: about 11.2 x 7.6 x 3.5cm 5. Weight: about...","https://luxtronics.in/product/smartphones-prime-200w-gallium-nitride-desktop-55644","","prime 200w gallium nitride desktop charger 4 type-c+2 usb 6 ports, tbd06064207, smartphones, luxtronics, online shopping"
"ANKER A83B6 14 In 1 Prime 160W Desktop Digital Display Charging Docking","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD06064247.jpg","Smartphones","","1. Input: 100V-240V, 50-60Hz, 2.5A (180W) 2. Output: - Type-C 5 (uplink connector): 10Gbps transmission, 5V-3A/9V-3A/15V-3A/20V-5A (100W Max) output -...","https://luxtronics.in/product/smartphones-anker-a83b6-14-in-prime-55661","","anker a83b6 14 in 1 prime 160w desktop digital display charging docking, tbd06064247, smartphones, luxtronics, online shopping"
"ANKER B2599 15W 3 In 1 Desktop Magnetic Wireless Charger Docking","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606425201A.jpg","Smartphones","","1. Compact size, easy to carry, does not occupy space 2. All-around protection, with multiple protection safety system, temperature control, foreign...","https://luxtronics.in/product/smartphones-anker-b2599-15w-in-desktop-55671","","anker b2599 15w 3 in 1 desktop magnetic wireless charger docking, tbd06064252, smartphones, luxtronics, online shopping"
"WK WDC-104 Raython 2 Digital Display 30W Type-C to 8 Pin Fast Charging","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008789001A.jpg","Smartphones","","Features: 1. 30W high-power output for fast charging 2. Zinc alloy material for better scratch resistance 3. 48-weave construction for increased wear...","https://luxtronics.in/product/smartphones-wk-wdc-104-raython-digital-55678","","wk wdc-104 raython 2 digital display 30w type-c to 8 pin fast charging, eda0087890, smartphones, luxtronics, online shopping"
"A3365 PD40W USB-C / Type-C Interface Foldable Plug Charger, US Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0031021.jpg","Smartphones","","1. Input: 100-240V, 50-60Hz, 1.5A 2. Total power: 40W (maximum peak value 50W) 3. Output: 5V/3.0A, 9.0-15V/2.67A, 15-20V/2A 4. Power output: The power is...","https://luxtronics.in/product/smartphones-a3365-pd40w-usb-type-interface-55688","","a3365 pd40w usb-c / type-c interface foldable plug charger, us plug, sya0031021, smartphones, luxtronics, online shopping"
"TYS-205 3 in 1 USB-A Type-C 8 Pin to High-speed V30 SD / TF Card","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008790801A.jpg","Chargers and Cables","","1. Material: ABS 2. USB 3.1 high-speed transmission, max speed up to 200MB/s 3. Wide compatibility, supports various high-speed V30 SD/TF cards on the...","https://luxtronics.in/product/chargers-cables-tys-205-in-usb-type-55699","","tys-205 3 in 1 usb-a type-c 8 pin to high-speed v30 sd / tf card, eda0087908, chargers & cables, chargers-cables, luxtronics, online shopping"
"HPA-U3 3 in 1 USB-C / Type-C Male to HDTV, USB 3.0","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/PC7845H.jpg","Chargers and Cables","","1. 3-in-1 Functionality: Combines HDTV, USB 3.0, and Type-C PD ports, offering convenient expansion for multiple devices. 2. 4K HD Display Output:... Explore","https://luxtronics.in/product/chargers-cables-hpa-u3-in-usb-type-55711","","hpa-u3 3 in 1 usb-c / type-c male to hdtv, usb 3.0, pc7845, chargers & cables, chargers-cables, luxtronics, online shopping"
"ADC-F007 120W 3xType-C Dual USB Multi-Port Charger, US Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008823001A.jpg","Smartphones","","1. Material: ABS 2. Input: AC100-240V, 50/60Hz, 0.5A 3. Output: 5V/3A, 9V/2.78A, 12V/2.08A 4. Output Power: 120W 5. 5 ports, can charge multiple devices...","https://luxtronics.in/product/smartphones-adc-f007-120w-3xtype-dual-55720","","adc-f007 120w 3xtype-c dual usb multi-port charger, us plug, eda0088230, smartphones, luxtronics, online shopping"
"JOYROOM S-A59 Vibrant Series 3A USB to 8 Pin Fast Charging Data Cable","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008824701A.jpg","Smartphones","","1. Vibrant Colors: Available in multiple colors to match your daily style. 2. Silky-Soft Cable: Ultra-flexible TPE offers a smooth touch and resists...","https://luxtronics.in/product/smartphones-joyroom-a59-vibrant-series-3a-55759","","joyroom s-a59 vibrant series 3a usb to 8 pin fast charging data cable, eda0088247, smartphones, luxtronics, online shopping"
"JOYROOM S-A59 Vibrant Series 30W Type-C to 8 Pin Fast Charging Data","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008824801A.jpg","Smartphones","","1. Vibrant Colors: Available in multiple colors to match your daily style. 2. Silky-Soft Cable: Ultra-flexible TPE offers a smooth touch and resists...","https://luxtronics.in/product/smartphones-joyroom-a59-vibrant-series-30w-55776","","joyroom s-a59 vibrant series 30w type-c to 8 pin fast charging data, eda0088248, smartphones, luxtronics, online shopping"
"TENSAI 65W 8-Port USB Charging Station With 1.8-Inch LCD Display and","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606462401.jpg","Smartphones","","1. Supports 15W wireless charging and features 8 charging ports, including 6 high-current USB ports, a QC fast charging port, and a PD 20W fast charging...","https://luxtronics.in/product/smartphones-tensai-65w-port-usb-charging-55794","","tensai 65w 8-port usb charging station with 1.8-inch lcd display and, tbd06064624, smartphones, luxtronics, online shopping"
